,ACES.JK,ASII.JK,ICBP.JK,SMGR.JK,ADRO.JK,BBCA.JK,INCO.JK,MEDC.JK,TLKM.JK,AKRA.JK,BBNI.JK,INDF.JK,PGAS.JK,UNTR.JK,BBRI.JK,INKP.JK,UNVR.JK,ANTM.JK,BMRI.JK,ITMG.JK,BRPT.JK,KLBF.JK,PTBA.JK
2012-08-06,-0.03842664452220966,0.6189273762718748,-0.4591292233873238,0.14935012393051414,0.32074891559628943,0.905390707957312,-0.06264535307650494,0.17248679341272008,0.7077687719112821,0.2163505198398967,-0.7323990614044676,-0.28153238164633637,-0.235342810404853,1.0470558651721658,0.5632306487226038,-0.08701716125908511,0.32823481799216536,-0.032365778294981065,0.0711064537869046,0.7124967234331977,-0.33564708640954993,0.0956642511537285,-0.2355212618215601
2012-08-13,-0.03842664452220966,0.2855537441892842,0.11755912848652121,0.9354155073735781,-0.45089680005194177,0.27793638023332273,-0.49229449961937943,-0.274027611412011,1.7561555689709705,0.482897080536479,0.07725717939718027,-1.0005856354923865,-0.4620764067569391,-0.2824220765188494,-0.24786156631234588,-0.19981333106972143,0.7237104192782527,-0.032365778294981065,-0.06791691522924263,0.03500069032982878,-0.928175316713465,0.09465589423487837,0.05105339855025933
2012-08-20,0.2723263926081076,-0.6518910794075097,0.3087885962762728,-0.0845196218933145,-1.1448761479569776,-1.0986190197696535,0.5288995107160329,0.022348661435777722,-0.9384356342884596,0.4679690105053281,0.21406112463903945,0.9481193638286967,-0.01449299744163066,-0.7907300568913191,0.38983548271197505,-0.20076437939406575,-0.02718900137462635,-0.032365778294981065,-0.482498079321364,-0.6011189676958149,-0.2309552686715735,-0.06236649645936223,-0.23609297888626515
2012-08-27,-1.2610603207156181,-1.1491170209228614,-0.8359747497409566,-1.0653690596849827,-0.4914102655687325,-0.32111776819611887,-0.6295425714537006,-0.27661730882315005,-0.6696377909881769,-1.2095858470487013,-0.8769925039197854,0.19416052788456606,0.21543089235126625,-1.342886751622262,-1.1842124091555288,-1.5782631548353543,1.479089242818476,-0.032365778294981065,-1.1936801822846668,0.47026254960762165,-0.8693661491515671,-0.3744063684248728,-0.4692096966199473
2012-09-03,1.1064497977863,1.1475361550228766,-1.0548026894395668,0.7077900695495629,0.2551369168008247,1.1023105848937003,-0.21053392622912342,-0.4325422368234119,0.9805598566948941,1.4400313176848807,0.36286774702494995,-0.04479220831799786,0.6659555942054358,-0.7677964741193621,1.2251175085994015,-0.3448432779786136,0.7973976955670916,-0.032365778294981065,0.22796009455628827,0.09413260138240263,0.9824635072312208,2.7822429819529964,-0.47892448648189095
2012-09-10,0.5779430667415116,0.929597878534063,0.3301993817245933,1.7592030849047287,1.945498892447663,-0.11888535408251272,2.329541185872452,0.18215839496393788,-0.07766509388577522,1.2046404245081244,0.3544966557559207,0.42867773076232396,1.2933915854473377,2.7405905036586558,0.0660947821680028,0.8328995669724909,-0.20453828253660167,-0.032365778294981065,0.07814111118699617,0.44668800283015125,0.01996802964966925,0.22081845646031706,1.6351100099974074
2012-09-17,-0.4859092696212875,-0.02980958631145534,0.12362169106399748,0.3435120190592859,-0.4437116438216932,-0.5107776705308638,1.8446772915921643,0.48542954361201934,-0.8061246015165912,-0.6500690354427019,0.21051092978093913,-0.04479220831799786,-0.01449299744163066,0.26966909524003746,-0.5521876417688042,-0.7022870143565119,-1.0543063392895509,-0.032365778294981065,-0.06791691522924263,0.7346242691900031,0.2658244734946631,-0.48228510266728186,0.5988888401852136
2012-09-24,0.11440091201646249,-0.02980958631145534,-0.4739457705344799,0.2679793247742987,-0.5491715661274504,-0.31730497736901103,-0.508728436943546,-0.20025767631039024,0.07190313521865989,1.6530334271329796,-0.0613663025805359,0.6524999368973329,-0.11560329311396365,-1.5621551059902483,0.5407306438928092,-0.4737585921463404,-0.5861996430924042,-7.915163264095756,0.6578137377972492,-0.01068922990733822,-0.5845457453819547,2.2162671567082124,-0.11748670015466608
2012-10-01,0.7195082795763248,2.4248779846168538,2.1432076094215526,0.6744278536150725,-0.46612929558874266,-0.31855498365062496,-0.5238510830696335,-0.5751415542417633,0.0711117628418504,-0.6187237980285728,-0.4639870459869002,0.633997798904432,0.4941291398134479,-0.20302438432461406,-0.24253960067472885,0.1783939417707,-0.02718900137462635,-0.032365778294981065,-0.3493523498351605,-0.1550483658908728,0.01996802964966925,0.45881421114527604,0.522986581935499
2012-10-08,0.25290084022087284,-0.7220660893956119,2.337693497111015,-0.4720382764147418,-0.578702886609655,1.0867719859046603,-1.3754631251774607,-0.28617375879521983,0.36630866557082586,0.2886760509739779,-0.19818394299286976,-0.2652038454695491,0.47916963341960417,-0.700792765169652,0.21934490843836438,-0.8679355292875842,0.020480157968524735,-0.743455719538606,-0.06791691522924263,0.15259911879433438,0.01870750480029248,0.19278726656356038,-0.47733093239175106
2012-10-15,0.5352702140918224,0.2558002344637346,-1.0949641448017435,0.05829420129013921,-0.7020707757548135,-0.11888535408251272,0.4657248658623019,0.02654382001754465,-0.07766509388577522,1.0768725202902318,0.35177668650420363,1.956142791037783,-0.49405095895944645,-0.3628428483153578,0.6719780213052928,-0.08701716125908511,-0.12233173874655133,0.07477373909858948,-0.2103772953920545,-0.3151662178409779,-0.10485008512423806,0.6952242660466036,-0.2229518447060671
2012-10-22,0.796435699669827,-0.1299179372082992,-0.07660473394343556,0.1255132930608963,0.47997818650852114,-0.11888535408251272,-0.698417308934707,-0.21027687150444369,-0.07766509388577522,-0.05797324004729284,-0.1964335089174447,-0.8695523815929724,0.972828980444942,0.4818305105950076,-0.6786192041274565,-0.22513877032843785,-0.5524302456824018,-0.032365778294981065,0.36210783994757,0.11677972946542227,0.13979572558737746,-0.06236649645936223,-0.17103225987656628
