Type,ACES,ASII,ICBP,MDKA,SMGR,ADRO,BBCA,INCO,MEDC,TLKM,AKRA,BBNI,INDF,PGAS,UNTR,AMRT,BBRI,INKP,PGEO,UNVR,ANTM,BMRI,ITMG,ARTO,BRPT,KLBF,PTBA
2014-08-24,925,7725,5050.0,,16753,1255,2360,4032,661,2685,1010,2675,7100,5975,23525,520,2200,1345,,6320,1033,2631,27750,,29,1690,2725
2014-08-17,920,7650,5238.0,,16429,1295,2360,3919,666,2710,986,2588,7100,5875,24125,500,2098,1345,,6380,1037,2613,29225,,28,1615,2555
2014-08-10,865,7550,5175.0,,16205,1255,2325,3884,642,2700,920,2538,6975,5725,23975,505,2098,1345,,6100,1046,2550,27450,,29,1630,2590
2014-08-03,925,7725,5225.0,,16529,1185,2320,3968,665,2650,880,2550,7075,5900,22900,500,2185,1370,,6150,1067,2563,26150,,28,1730,2330
2014-07-27,925,7725,5225.0,,16529,1185,2320,3968,665,2650,880,2550,7075,5900,22900,500,2185,1370,,6150,1067,2563,26150,,28,1730,2330
2014-07-20,895,7650,5238.0,,16654,1115,2330,3736,666,2680,902,2563,7075,5900,22725,498,2259,1355,,6185,970,2656,25325,,28,1720,2115
2014-07-13,900,7550,5038.0,,16604,1130,2260,3544,667,2575,931,2525,7100,5650,23500,510,2244,1350,,6080,941,2625,26000,,29,1735,2150
2014-07-06,850,7350,5038.0,,15083,1190,2220,3692,668,2525,904,2375,6800,5425,23150,525,1990,1360,,6060,966,2419,27100,,29,1685,2130
2014-06-29,875,7350,4950.0,,14933,1185,2165,3505,658,2425,876,2385,6800,5450,22750,500,1971,1350,,5895,899,2413,27150,,29,1660,2125
2014-06-22,865,7150,5050.0,,14884,1185,2180,3490,662,2410,882,2410,6825,5450,22550,470,1951,1375,,5975,945,2450,26975,,29,1620,2120
2014-06-15,860,7400,5113.0,,15382,1280,2215,3618,637,2440,921,2415,6875,5425,22900,515,1985,1425,,5960,958,2481,27700,,30,1610,2180
2014-06-08,860,7200,5050.0,,15282,1320,2210,3850,618,2530,859,2415,6800,5400,22850,510,1966,1445,,6095,991,2519,29600,,30,1605,2280
2014-06-01,900,7075,5100.0,,14684,1225,2155,3860,618,2575,825,2388,6825,5425,21675,500,1990,1395,,5825,1008,2544,28650,,30,1540,2140
2014-05-25,870,7500,5100.0,,14983,1305,2275,3909,595,2535,887,2448,6700,5750,21625,500,2112,1285,,6005,1042,2594,29675,,31,1630,2315
2014-05-18,870,7675,5163.0,,15906,1245,2270,3712,570,2535,928,2513,7100,5525,22000,500,2102,1315,,6160,1025,2650,26975,,30,1610,2165
2014-05-11,810,7475,4988.0,,14759,1120,2240,4052,558,2350,910,2433,7050,5275,22300,500,1976,1260,,6150,1063,2519,24925,,30,1560,1945
2014-05-04,785,7425,4988.0,,14559,1140,2195,3401,523,2300,931,2413,7050,5300,22200,500,1961,1255,,5840,966,2469,25000,,31,1560,1960
2014-04-27,770,7875,4988.0,,15656,1090,2200,3608,494,2365,957,2525,7150,5525,21750,520,1951,1330,,5805,1004,2475,26225,,32,1545,2030
2014-04-20,795,7825,4988.0,,15781,980,2240,3505,502,2325,955,2525,7200,5350,21600,540,1951,1340,,6160,945,2463,25325,,30,1545,1940
2014-04-13,800,7675,4963.0,,15282,1010,2220,3263,485,2315,932,2460,7200,5275,20925,540,1863,1335,,6105,907,2425,25400,,32,1510,1940
2014-04-06,810,7800,5000.0,,16579,970,2170,3007,508,2275,975,2563,7150,5125,19950,535,1941,1445,,5880,962,2531,24175,,34,1500,1865
2014-03-30,750,7375,5050.0,,15756,980,2120,2780,517,2215,967,2480,7300,5125,20750,520,1868,1490,,5850,953,2363,24350,,34,1465,1865
2014-03-23,750,7350,5488.0,,15357,990,2065,2686,510,2160,975,2400,7325,5175,19900,520,1815,1425,,5625,953,2344,24000,,34,1425,1870
2014-03-16,755,7800,5550.0,,15956,970,2215,2504,537,2280,956,2588,7750,5275,20225,515,2010,1470,,6175,928,2538,24300,,35,1475,1850
2014-03-09,795,7000,5450.0,,15258,1015,2120,2672,531,2295,949,2413,7425,4960,19400,460,1805,1475,,5625,949,2313,25325,,35,1425,1885
2014-03-02,800,6950,5588.0,,14958,995,2045,2356,483,2325,912,2275,7175,4900,18975,446,1810,1370,,5715,874,2275,26000,,35,1450,1915
2014-02-23,830,6975,5450.0,,15033,970,2090,2534,486,2400,915,2363,7050,5000,18600,447,1883,1365,,5680,886,2356,26650,,35,1470,1865
2014-02-16,810,6700,5438.0,,14809,945,2075,2514,473,2250,900,2190,7000,4930,18300,437,1702,1390,,5675,853,2256,27200,,35,1395,1855
2014-02-09,785,6525,5575.0,,14909,905,2050,2401,478,2295,857,2125,7050,4830,18200,449,1702,1320,,5645,848,2194,28100,,36,1415,1925
2014-02-02,760,6425,5500.0,,14161,950,1985,2272,452,2275,880,2180,6975,4770,19300,447,1624,1285,,5710,865,2175,26800,,37,1405,1850
2014-01-26,735,6525,5600.0,,14510,1040,2035,2613,470,2210,894,2150,7275,4700,19700,448,1639,1310,,5615,874,2169,26875,,38,1410,1920
2014-01-19,735,6925,5463.0,,15158,975,1980,2583,416,2225,937,2138,6675,4385,19300,441,1624,1265,,5530,844,2188,25125,,38,1390,1895
2014-01-12,680,6750,5000.0,,14859,940,1880,2267,424,2145,904,1965,6675,4435,19000,455,1483,1255,,5180,823,2063,25700,,37,1370,1835
2014-01-05,640,6750,5100.0,,14310,1010,1900,2341,371,2125,895,1925,6700,4550,19550,435,1415,1410,,5300,874,1950,27150,,41,1320,2000
2013-12-29,590,6600,5075.0,,14011,1080,1880,2539,399,2125,880,1950,6450,4400,18750,450,1395,1410,,5320,907,1913,27700,,41,1240,2040
2013-12-22,610,6400,5025.0,,13911,1130,1850,2465,385,2100,955,1950,6450,4500,18700,450,1337,1450,,5200,874,2000,29800,,40,1200,2120
2013-12-15,670,6100,4950.0,,12964,1160,1900,2465,414,2075,950,1913,6600,4625,18450,460,1366,1440,,5190,991,1925,27900,,43,1190,2330
2013-12-08,650,6150,4850.0,,12715,1170,1900,2539,437,2000,980,1950,6500,4850,18900,460,1395,1530,,5100,1050,1825,28850,,44,1180,2330
2013-12-01,690,6250,5000.0,,12764,1130,1930,2366,480,2175,935,2050,6650,4850,18250,500,1454,1530,,5320,1058,1913,28700,,44,1220,2400
2013-11-24,680,6600,5150.0,,12914,1180,2000,2440,471,2150,965,2150,6600,4800,20250,495,1493,1500,,5490,1126,1888,29350,,46,1280,2320
2013-11-17,640,6300,4975.0,,12914,1170,2040,2366,471,2175,900,2150,6600,4850,18800,510,1493,1450,,5800,1126,1950,32400,,46,1280,2340
2013-11-10,630,6700,5450.0,,13562,1160,2070,2514,490,2275,985,2300,6700,4925,19350,530,1561,1480,,6030,1235,2050,29700,,45,1330,2440
2013-11-03,650,6500,5400.0,,13861,1040,2080,2366,466,2300,945,2288,6500,4975,17500,540,1493,1550,,5960,1302,2088,29700,,46,1270,2320
2013-10-27,680,6950,5600.0,,14360,1060,2150,2637,466,2175,1010,2400,7400,4975,17650,550,1649,1440,,6410,1344,2200,31500,,49,1360,2660
2013-10-20,620,6900,5500.0,,14659,1120,2120,2539,490,2350,980,2275,7100,5350,18200,550,1600,1480,,6160,1277,2063,33950,,49,1330,2800
2013-10-13,620,6900,5550.0,,14210,990,2140,2489,513,2325,930,2263,7000,5450,18700,550,1571,1470,,6150,1268,2138,32550,,52,1340,2710
2013-10-06,680,6400,5175.0,,12864,900,2080,2341,485,2250,850,2125,6700,5250,17200,550,1463,1470,,6140,1210,2088,27750,,55,1310,2470
2013-09-29,720,6500,5325.0,,13762,910,2060,2243,513,2175,860,2138,7050,5250,16900,540,1493,1230,,6190,1193,2075,27500,,48,1300,2570
2013-09-22,750,6900,5475.0,,15008,960,2100,2686,542,2325,895,2163,6950,5450,17300,570,1551,1260,,6400,1277,2238,32500,,46,1360,2770
2013-09-15,720,6200,5250.0,,13463,940,1990,2366,485,2200,820,2138,6500,5250,16650,590,1532,1210,,6140,1226,2125,29800,,42,1350,2580
2013-09-08,720,5700,4500.0,,12515,990,1760,2514,551,1990,705,1725,5950,5250,16300,560,1317,1160,,6380,1210,1675,31950,,42,1250,2760
2013-09-01,710,6050,5000.0,,12565,930,1810,2267,447,2200,795,1925,6500,5400,15800,570,1288,1090,,6240,1117,1775,32050,,42,1350,2420
2013-08-25,620,5850,5000.0,,13413,850,1870,2292,367,2150,850,1838,6250,5250,15150,560,1298,1050,,5800,1159,1850,30300,,41,1340,2450
2013-08-18,740,6300,5425.0,,14759,800,2060,2021,409,2270,980,2050,6700,5700,17050,660,1522,1160,,6140,1117,2075,29300,,42,1440,2360
2013-08-11,750,6700,5775.0,,15856,650,2140,1755,361,2400,895,2150,6800,5700,17000,650,1600,1250,,6290,1000,2175,25150,,42,1450,2000
2013-08-04,750,6700,5775.0,,15856,650,2140,1755,361,2400,895,2150,6800,5700,17000,650,1600,1250,,6290,1000,2175,25150,,42,1450,2000
2013-07-28,730,6450,5650.0,,15307,710,2070,1962,359,2330,955,2200,6700,5800,16400,635,1580,1100,,6590,1042,2188,25550,,43,1360,2170
2013-07-21,720,6650,5500.0,,14559,700,2040,1972,352,2330,930,2188,7300,5900,17100,630,1580,1150,,6920,991,2175,26200,,41,1480,2310
2013-07-14,730,6600,5500.0,,15307,710,2020,2021,314,2370,955,2100,7050,5950,17000,630,1532,1110,,6200,974,2063,26200,,38,1450,2360
2013-07-07,650,6750,5550.0,,15557,790,1900,1873,321,2200,965,2038,7050,5550,17300,645,1512,1020,,5860,840,2038,28000,,38,1440,2510
2013-06-30,740,7000,6100.0,,17053,860,2000,1996,321,2250,1060,2150,7350,5750,18200,675,1512,1120,,6150,840,2250,28150,,39,1440,2660
2013-06-23,760,6350,5250.0,,16055,830,1840,1996,312,1990,960,2075,6300,4800,16700,700,1405,1160,,5450,815,2150,25500,,38,1190,2440
2013-06-16,830,7050,5400.0,,17551,840,1960,2391,350,2110,1020,2350,6900,5300,16900,630,1532,1220,,5770,941,2363,26400,,40,1320,2500
2013-06-09,880,6800,5950.0,,16055,840,1920,2440,337,2200,1140,2350,7050,5350,17500,690,1610,1320,,5780,1033,2350,28050,,39,1370,2650
2013-06-02,950,7050,6550.0,,17950,930,2070,2514,380,2210,1070,2438,7350,5500,16300,710,1737,1670,,6100,1075,2425,30000,,38,1450,2440
2013-05-26,890,7200,6300.0,,18149,1070,2190,2440,395,2460,1050,2550,7500,6150,17300,605,1815,1590,,6460,1109,2513,30450,,40,1480,2780
2013-05-19,920,7050,6350.0,,18499,1100,2200,2539,404,2390,1050,2650,7450,6200,16500,610,1824,1580,,6250,1109,2513,33150,,40,1540,3130
2013-05-12,930,7200,5850.0,,18947,1190,2210,2785,399,2370,1060,2700,7200,6250,17200,600,1815,1370,,5500,1151,2575,35050,,41,1450,2900
2013-05-05,900,6900,6000.0,,18548,1200,2150,2637,390,2260,1000,2650,7250,6200,17400,600,1737,1020,,5180,1126,2450,35000,,37,1330,2900
2013-04-28,1080,7200,5700.0,,18100,1230,2150,2760,361,2250,1010,2675,7500,6250,17750,610,1785,880,,4550,1159,2663,38250,,40,1350,3020
2013-04-21,960,7700,5325.0,,18798,1260,2200,2465,342,2340,1050,2650,7400,6050,17900,650,1707,890,,4530,1134,2650,37350,,41,1320,3050
2013-04-14,890,7650,5100.0,,17950,1290,2180,2415,314,2230,1020,2525,7400,5750,18750,610,1619,920,,4560,1193,2588,37900,,41,1230,3080
2013-04-07,860,7650,5200.0,,17751,1290,2210,2415,308,2140,990,2525,7300,5600,18700,670,1659,930,,4590,1176,2513,38850,,41,1230,3010
2013-03-31,830,7900,4800.0,,17651,1310,2280,2341,308,2200,1000,2525,7450,5950,18200,650,1707,880,,4560,1151,2500,35500,,43,1240,2880
2013-03-24,790,7500,4200.0,,16803,1290,2120,2465,312,2110,1060,2263,7200,5500,17300,600,1659,860,,4420,1126,2388,33300,,41,1190,2700
2013-03-17,810,7600,4625.0,,18199,1540,2150,2686,321,2060,995,2338,7250,5400,19200,625,1717,900,,4460,1109,2500,40350,,43,1230,3090
2013-03-10,770,8300,4625.0,,18249,1540,2160,2760,327,2150,950,2388,7700,5450,20250,650,1717,900,,4600,1134,2463,40400,,42,1330,3090
2013-03-03,740,8100,4275.0,,18100,1560,2140,2563,314,2170,905,2425,7400,5000,19500,650,1795,910,,4550,1092,2475,40250,,40,1260,2980
2013-02-24,730,7800,4050.0,,16554,1580,2110,2662,316,1970,840,2188,6800,4700,18900,650,1668,830,,4590,1075,2388,40000,,39,1160,3030
2013-02-17,730,7750,4000.0,,16305,1630,2010,2785,304,1990,855,2200,6700,4750,19350,600,1698,810,,4600,1142,2275,40500,,40,1130,3120
2013-02-10,750,7750,4000.0,,16105,1570,1990,2834,300,1930,800,2125,6600,4575,19250,550,1571,790,,4400,1151,2213,40600,,40,1090,3060
2013-02-03,760,7450,4050.0,,15906,1640,1970,2760,300,1930,775,2125,5950,4700,19550,550,1561,730,,4390,1168,2250,41200,,40,1090,3100
2013-01-27,820,7800,4050.0,,15407,1700,1870,2613,293,1960,755,1938,6000,4650,20000,530,1532,730,,4450,1100,2200,40400,,40,1060,3140
2013-01-20,800,7750,3975.0,,15806,1690,1900,2686,300,1960,805,1925,5950,4600,21000,525,1561,720,,4490,1134,2175,42000,,41,1040,3280
2013-01-13,710,7300,3875.0,,14958,1660,1770,2662,306,1810,785,1838,5900,4475,20650,525,1454,710,,4260,1159,2013,39850,,41,1000,3140
2013-01-06,800,7850,4000.0,,15706,1750,1810,2588,308,1820,830,1900,5950,4675,21400,500,1434,710,,4350,1134,2063,42600,,42,1040,3360
2012-12-30,820,7600,3900.0,,15806,1590,1820,2317,310,1810,830,1850,5850,4600,19700,525,1356,680,,4170,1075,2025,41550,,42,1060,3020
2012-12-23,800,7500,4025.0,,16055,1570,1780,2292,302,1830,815,1838,5600,4425,19000,490,1356,690,,4160,1075,2000,42000,,41,1040,2920
2012-12-16,750,7450,3900.0,,15058,1570,1850,2317,278,1770,800,1813,6050,4575,19050,530,1366,740,,4440,1067,2013,42150,,42,1120,3040
2012-12-09,770,7050,3975.0,,14809,1380,1760,2194,293,1840,835,1788,5900,4550,17000,530,1376,770,,5250,1042,1988,39250,,39,1040,2760
2012-12-02,750,7250,3700.0,,14759,1340,1760,2046,280,1800,860,1850,5850,4525,17050,530,1376,680,,5270,1042,2063,39250,,37,1030,2800
2012-11-25,730,7800,3725.0,,14410,1350,1810,2317,299,1840,870,1813,5850,4650,19400,515,1376,880,,5290,1050,2175,40350,,49,1010,3230
2012-11-18,710,7750,3650.0,,14859,1430,1810,2465,297,1890,925,1850,5700,4575,19600,500,1415,960,,5230,1050,2175,38950,,51,980,3240
2012-11-11,710,7800,3625.0,,14659,1410,1710,2539,297,1880,910,1888,5900,4575,19800,520,1415,980,,5200,1058,2150,41600,,51,980,3230
2012-11-04,740,7900,3525.0,,14659,1370,1670,2686,302,1910,870,1900,5800,4575,21200,520,1395,990,,5270,1075,2100,41950,,52,990,3280
2012-10-28,700,7950,3625.0,,14709,1400,1630,2514,304,1930,890,1938,6000,4500,19900,530,1473,970,,5090,1084,2050,42300,,51,1000,3220
2012-10-21,670,8050,3625.0,,14609,1350,1630,2637,308,1930,890,1950,6200,4250,19600,530,1512,980,,5200,1084,2013,41800,,50,1000,3240
2012-10-14,650,7950,3775.0,,14559,1410,1630,2539,306,1930,840,1913,5750,4375,19900,545,1463,980,,5220,1075,2025,42500,,50,970,3270
2012-10-07,640,8200,3450.0,,14909,1460,1570,2810,312,1900,825,1925,5800,4250,20550,550,1444,1040,,5210,1134,2025,41900,,49,960,3350
2012-09-30,615,7400,3175.0,,14410,1500,1580,2908,325,1890,850,1963,5650,4125,20700,550,1454,1020,,5210,1134,2050,42150,,49,940,3240
2012-09-23,610,7400,3225.0,,14210,1550,1590,3007,329,1880,780,1963,5500,4150,22350,560,1415,1050,,5330,1168,1988,42000,,51,860,3250
2012-09-16,625,7400,3200.0,,13961,1590,1610,2637,316,1930,805,1938,5500,4150,22000,570,1444,1100,,5560,1168,1988,39900,,49,875,3130
2012-09-09,605,7100,3150.0,,12814,1400,1610,2243,310,1930,755,1900,5400,3850,19350,570,1434,1030,,5600,1050,1975,38600,,49,865,2850
2012-09-02,570,6750,3275.0,,12366,1370,1550,2267,319,1860,700,1863,5400,3700,20050,575,1356,1050,,5420,1042,1950,38200,,45,775,2920
2012-08-26,610,7100,3375.0,,13064,1410,1560,2366,325,1900,745,1938,5350,3650,21400,575,1424,1180,,5110,1050,2050,36900,,48,785,2990
2012-08-19,600,7300,3325.0,,13114,1520,1610,2267,323,1960,725,1913,5150,3650,22200,550,1395,1190,,5110,1033,2088,38250,,48,785,3020
2012-08-12,600,7200,3300.0,,12515,1560,1590,2341,329,1840,705,1900,5350,3750,22450,550,1405,1200,,4960,1033,2088,38000,,52,780,3000
2012-08-05,600,7000,3350.0,,12415,1520,1540,2341,323,1790,695,1963,5400,3800,21300,540,1366,1200,,4890,1033,2075,36150,,53,775,3030
2012-07-29,620,6650,3225.0,,12166,1430,1600,2514,335,1860,735,1938,5350,3825,20850,550,1307,1180,,4820,1075,1913,35150,,52,760,3100
2012-07-22,585,6600,3275.0,,11967,1420,1570,2637,348,1800,725,1938,5400,3750,21750,540,1278,1180,,4600,1134,1925,37550,,53,765,3150
2012-07-15,565,6700,3375.0,,11319,1380,1490,2662,327,1730,725,1900,5550,3700,21550,500,1278,1110,,4780,1126,1775,37200,,55,770,2940
2012-07-08,535,6950,2950.0,,12017,1570,1480,2760,348,1640,775,1938,5250,3550,22750,500,1307,1100,,4840,1168,1775,37850,,53,760,3210
2012-07-01,505,6850,2875.0,,11269,1450,1460,2637,342,1630,695,1913,4850,3525,21350,475,1239,1050,,4580,1126,1800,35950,,50,755,2930
2012-06-24,505,6850,2875.0,,11269,1370,1450,2465,344,1550,695,1888,4825,3475,21700,485,1161,1010,,4610,1126,1800,36400,,51,760,2860
2012-06-17,495,6600,2875.0,,11069,1240,1420,2292,346,1580,695,1863,4775,3400,21800,485,1161,910,,4490,1134,1750,36000,,50,790,2670
2012-06-10,515,6650,2800.0,,11019,1260,1410,2415,354,1470,720,1863,4700,3675,23500,480,1151,1050,,4580,1000,1738,33400,,55,790,2740
2012-06-03,540,6335,2800.0,,10820,1380,1420,2341,342,1520,675,1863,4675,3675,23000,480,1073,1060,,4110,983,1725,34250,,58,785,3000
2012-05-27,525,6585,2825.0,,10920,1620,1450,2440,354,1450,695,1825,4725,3775,23900,505,1132,1060,,4210,1168,1725,34550,,63,770,3240
2012-05-20,525,6840,2825.0,,10620,1650,1510,2440,373,1580,720,1850,4825,3975,26950,505,1171,1080,,4250,1243,1775,35250,,63,775,3290
2012-05-13,560,6885,2900.0,,11269,1730,1600,2662,399,1640,770,1950,4900,3750,27150,505,1259,1100,,4320,1361,1800,36850,,68,785,3250
2012-05-06,530,7270,2900.0,,12116,1810,1610,2958,433,1670,815,2013,4800,3675,29300,540,1278,1130,,4250,1445,1838,39000,,71,780,3650
2012-04-29,500,7070,2575.0,,12266,1810,1570,3056,399,1700,830,2000,4700,3375,29750,540,1307,1050,,3860,1445,1825,42300,,71,800,3630
2012-04-22,450,7330,2550.0,,11917,1800,1600,3155,423,1560,855,1975,4700,3525,31150,505,1356,1160,,3820,1487,1788,41850,,72,700,3850
2012-04-15,448,7430,2625.0,,12266,1830,1590,3130,399,1520,855,1963,4750,3600,30600,505,1366,1180,,3800,1470,1750,41700,,70,710,3780
2012-04-08,455,7475,2600.0,,12017,1910,1590,3204,380,1510,820,2013,4750,3600,31350,535,1366,1190,,3900,1529,1763,44250,,75,730,4070
2012-04-01,445,7395,2725.0,,12216,1930,1600,3327,409,1400,860,2000,4850,3800,33000,500,1356,1160,,4000,1512,1713,43450,,79,710,4100
2012-03-25,463,7220,2700.0,,11867,1900,1590,3327,404,1390,785,1975,4825,3800,31700,448,1327,1220,,3880,1512,1713,41500,,62,685,4060
2012-03-18,460,7100,2625.0,,12415,1920,1580,3401,404,1350,810,1900,4925,3800,29400,405,1327,1250,,3930,1520,1725,41950,,65,700,4020
2012-03-11,455,7020,2700.0,,11269,1960,1510,3426,433,1390,785,1863,5050,3675,29800,410,1259,1240,,3910,1579,1650,42800,,69,695,4180
2012-03-04,428,7000,2800.0,,11418,1970,1550,3524,437,1430,750,1863,5150,3750,29800,410,1298,1260,,3850,1630,1625,43800,,72,705,4170
2012-02-26,443,6825,2775.0,,10820,1920,1490,3500,428,1380,745,1788,4850,3600,27550,400,1327,1300,,3640,1630,1525,42500,,74,690,4150
2012-02-19,450,7390,2725.0,,11468,1980,1490,3475,428,1390,745,1788,4850,3650,29600,395,1327,1290,,3930,1613,1588,42400,,76,690,4200
2012-02-12,440,7120,2750.0,,11418,1930,1510,3598,418,1350,705,1725,4975,3475,29100,415,1298,1300,,3860,1562,1538,40450,,75,715,4190
2012-02-05,480,7875,2575.0,,11319,1920,1610,3919,433,1380,725,1788,4925,3325,29250,410,1395,1310,,3980,1604,1638,39200,,77,715,4100
2012-01-29,418,7940,2550.0,,11269,1860,1620,3943,461,1400,690,1850,4875,3500,27850,390,1366,1280,,4100,1588,1713,37750,,79,710,4030
2012-01-22,405,7895,2575.0,,11817,1820,1600,3672,475,1380,690,1838,4775,3450,28500,398,1376,1270,,4090,1470,1763,38750,,80,715,3950
2012-01-15,393,7675,2575.0,,11767,1810,1600,3327,485,1390,670,1863,4800,3225,27800,395,1337,1280,,3990,1445,1713,39700,,81,690,3850
2012-01-08,418,7730,2525.0,,10870,1770,1600,3327,452,1390,670,1888,4775,3150,26800,380,1346,1250,,3840,1386,1675,39100,,76,690,3630
2012-01-01,410,7400,2600.0,,11418,1770,1600,3155,461,1410,605,1900,4600,3175,26350,395,1317,1230,,3760,1361,1688,38650,,77,680,3470
2011-12-25,398,7370,2500.0,,10720,1770,1610,3007,471,1430,590,1963,4725,3225,24900,400,1337,1220,,3750,1361,1700,38250,,76,675,3440
2011-12-18,388,7115,2550.0,,10321,1840,1600,3032,466,1430,595,1950,4575,3125,25300,410,1327,1240,,3460,1352,1675,37450,,80,680,3330
2011-12-11,390,7305,2475.0,,9523,1920,1580,3081,456,1440,600,1963,4750,3150,24750,450,1307,1230,,3510,1378,1650,38050,,78,685,3380
2011-12-04,360,7100,2525.0,,9374,1970,1600,3105,466,1470,595,1975,4850,3225,25300,405,1307,1200,,3520,1411,1675,39950,,79,710,3520
2011-11-27,365,6810,2475.0,,8825,1870,1490,3007,442,1460,565,1825,4675,2900,23850,395,1278,1180,,3570,1344,1613,38700,,81,675,3330
2011-11-20,385,6870,2575.0,,9125,1960,1570,3278,447,1500,605,1913,4775,3100,25400,400,1298,1320,,3230,1403,1700,42750,,83,690,3570
2011-11-13,365,6950,2500.0,,9174,2050,1630,3327,452,1480,610,1975,4875,3100,25450,400,1337,1180,,3190,1411,1788,43800,,80,705,3540
2011-11-06,360,6830,2600.0,,9224,2050,1600,3500,452,1520,625,2000,5150,3050,24650,400,1327,1050,,3170,1445,1800,43950,,80,695,3630
2011-10-30,330,6990,2800.0,,9374,2125,1600,3672,428,1490,610,2025,5400,3050,25200,398,1327,1030,,3140,1537,1800,44700,,86,705,3760
2011-10-23,340,6610,2575.0,,8726,1910,1530,3105,399,1450,550,1913,5450,2900,22800,390,1229,950,,3190,1420,1613,39750,,80,670,3360
2011-10-16,340,6695,2675.0,,8925,1900,1590,3056,442,1420,540,1863,5550,2675,23050,380,1278,930,,3140,1386,1650,41550,,81,675,3420
2011-10-09,350,6325,2600.0,,7679,1680,1490,2884,390,1450,500,1675,4925,2550,20600,390,1132,880,,3180,1252,1500,37600,,78,665,2800
2011-10-02,330,6365,2463.0,,8277,1720,1540,2982,409,1520,480,1863,5050,2675,22000,370,1141,900,,3300,1260,1575,39250,,84,650,3360
2011-09-25,325,5885,2325.0,,8127,1650,1500,3007,414,1440,490,1713,4600,2350,19750,350,1093,1010,,3070,1327,1400,40650,,86,580,3150
2011-09-18,328,6590,2675.0,,8676,1980,1580,3697,480,1470,525,2050,5650,2675,23500,330,1259,1100,,3370,1529,1663,44550,,91,710,3590
2011-09-11,325,7030,2775.0,,9125,2025,1670,3870,475,1520,545,2063,5900,2900,25300,375,1337,1130,,3510,1596,1800,45800,,91,720,3940
2011-09-04,330,6615,2650.0,,9075,2025,1600,3598,452,1450,530,2063,6100,2950,23600,335,1278,1160,,3380,1579,1713,43150,,85,695,3810
2011-08-28,330,6615,2650.0,,9075,2025,1600,3598,452,1450,530,2063,6100,2950,23600,335,1278,1160,,3380,1579,1713,43150,,85,695,3810
2011-08-21,310,6610,2750.0,,8776,2250,1600,3648,452,1480,585,2088,6100,3300,23500,335,1249,1140,,3310,1630,1738,43400,,83,685,3760
2011-08-14,320,6715,2925.0,,8825,2325,1590,3746,490,1460,560,2100,6450,3375,24100,335,1268,1060,,3280,1646,1800,44500,,84,685,3770
2011-08-07,310,6720,2800.0,,8875,2375,1660,3771,447,1510,555,2050,6400,3175,24300,375,1298,1130,,3250,1613,1838,44750,,93,640,3940
2011-07-31,345,7050,2900.0,,9424,2650,1660,4190,475,1470,610,2225,6350,3975,27300,410,1346,1280,,3120,1680,1963,50500,,100,695,4260
2011-07-24,355,7290,2875.0,,9873,2525,1650,4289,461,1480,520,1988,6000,4025,25700,393,1298,1340,,3010,1722,1900,50250,,98,700,4240
2011-07-17,310,7040,2850.0,,9922,2550,1660,4313,433,1430,475,1975,5950,3975,24800,370,1317,1260,,3000,1680,1975,47650,,98,710,4170
2011-07-10,300,6780,2850.0,,9873,2600,1610,4412,437,1440,445,1938,5850,3975,25500,360,1327,1230,,3000,1764,1900,47150,,98,725,4300
2011-07-03,300,6555,2800.0,,9823,2500,1560,4461,447,1440,425,1950,6000,4050,24500,330,1307,1280,,2990,1764,1825,44850,,100,690,4240
2011-06-26,300,6190,2700.0,,9573,2375,1490,4461,456,1450,425,1900,5600,4025,23500,345,1259,1310,,3040,1785,1763,44900,,101,690,4130
2011-06-19,300,5830,2463.0,,9474,2275,1440,4461,442,1370,358,1813,5200,4000,22900,310,1210,1330,,2960,1680,1700,44450,,97,650,4160
2011-06-12,300,5745,2550.0,,9224,2400,1400,4584,475,1490,360,1875,5200,3950,22850,330,1229,1460,,2940,1785,1750,46600,,105,660,4180
2011-06-05,260,5895,2525.0,,9623,2450,1430,4707,494,1530,362,1925,5500,4075,23000,325,1268,1490,,2990,1806,1775,46700,,103,690,4250
2011-05-29,270,5920,2600.0,,9673,2400,1430,4781,499,1540,352,1925,5400,4050,22550,348,1219,1530,,2970,1806,1788,47650,,108,685,4320
2011-05-22,270,6200,2650.0,,9723,2375,1460,4855,518,1530,338,1975,5650,4000,22250,330,1278,1580,,3000,1848,1813,47050,,113,700,4210
2011-05-15,270,5850,2625.0,,9324,2275,1460,4757,523,1540,320,1963,5650,4050,22450,300,1219,1590,,2980,1848,1788,45950,,114,685,4280
2011-05-08,265,5650,2625.0,,9324,2300,1460,4732,523,1510,326,1950,5700,4225,22786,285,1210,1610,,2990,1848,1750,47350,,103,695,4350
2011-05-01,265,5615,2700.0,,9474,2200,1480,4905,523,1540,342,2025,5550,4000,22353,285,1259,1610,,3060,1911,1788,46800,,105,715,4460
2011-04-24,263,5580,2675.0,,9523,2225,1500,4806,528,1550,316,2050,5600,3925,22209,290,1268,1680,,3070,1911,1775,47800,,106,715,4440
2011-04-17,253,5510,2675.0,,9523,2275,1460,4781,532,1450,306,2000,5350,4000,21344,275,1200,1710,,2990,1974,1700,48750,,104,735,4510
2011-04-10,243,5675,2700.0,,9673,2300,1400,4781,542,1400,296,1988,5350,4025,21296,275,1229,1680,,3020,1995,1750,49850,,98,745,4480
