,IDX30 Index,,,,,LQ45 Index,,,,,KOA Comdty,,,,,XWA Comdty,,,,,LMNIDY Comdty,,,,,COA Comdty,,,,,LOSNDY Comdty,,,,,HGA Comdty,,,,,USDIDR Curncy,,,,,XAUIDR Curncy,,,,,RR1 Comdty,,,,
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW
11/18/2022,534.652,531.121,11717334300,535.05,520.196,1014.236,1009.504,12785137100,1014.961,990.089,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,254.7,3,#N/A N/A,#N/A N/A,27000,25251,21483,29599,24800,76.65,77.62,766,76.65,76.65,21900,21750,#N/A N/A,24525,5,375.15,363.2,11,375.5,375.15,15464,15688,#N/A N/A,15702,15464,27343480,27457984,#N/A N/A,27842376,27215152,17.93,17.795,2057,17.97,17.515
11/25/2022,532.131,526.66,10529118300,533.557,522.786,1011.271,1001.738,11432112300,1013.12,994.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,269.25,2,#N/A N/A,#N/A N/A,24400,25304,15524,26174,24400,76.65,77.04,474,76.65,76.65,21650,22450,#N/A N/A,22450,21310,375.15,361.4,8,375.5,375.15,15683,15673,#N/A N/A,15728,15635,27480648,27504144,#N/A N/A,27595952,27137648,17.765,18.12,1882,18.2,17.76
12/2/2022,526.505,517.634,18014530200,529.583,514.236,1001.664,989.594,19622745000,1010.208,984.332,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,295.95,17,#N/A N/A,#N/A N/A,25200,28750,21259,27136,25200,76.65,79.74,1346,76.65,76.65,22450,23500,#N/A N/A,23500,22450,375.15,382.6,7,375.5,375.15,15693,15428,#N/A N/A,15748,15407,27444440,27731728,#N/A N/A,28074808,27353216,18.03,17.635,2242,18.125,17.6
12/9/2022,515.025,487.707,9091581400,517.068,483.49,984.938,933.011,10451078200,988.529,927.728,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,299.4,12,#N/A N/A,#N/A N/A,28400,29210,21269,31100,28200,76.65,74.14,1601,76.65,76.65,24475,24700,#N/A N/A,24700,24400,375.15,385.65,15,375.5,375.15,15375,15583,#N/A N/A,15643,15375,27732552,28005144,#N/A N/A,28142976,27307864,17.68,16.715,5964,17.735,16.625
12/16/2022,485.164,497.132,47777641800,501.479,482.816,927.041,951.185,49007083300,959.504,923.496,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,283.9,6,#N/A N/A,#N/A N/A,29290,28132.75,23257,29306,26601,76.65,74.45,690,76.65,76.65,23900,23750,#N/A N/A,24300,5,375.15,375.4,1,375.5,375.15,15617,15598,#N/A N/A,15673,15556,27985512,27969792,#N/A N/A,28562048,27679976,16.78,16.685,3638,16.87,16.63
12/23/2022,497.011,487.066,14852972100,498.538,486.602,950.89,934.264,16016610800,953.617,933.131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,265.9,3,#N/A N/A,#N/A N/A,27500,29377,28779,29599,27100,76.65,77.54,2910,76.65,76.65,5,23950,#N/A N/A,23950,5,375.15,378.9,20,375.5,375.15,15610,15593,#N/A N/A,15630,15562,27946240,28042872,#N/A N/A,28422176,27816152,16.74,18.015,2957,18.025,16.74
12/30/2022,487.892,488.145,16944381800,492.082,482.929,935.899,937.176,18001380100,944.834,926.797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,262.85,2,#N/A N/A,#N/A N/A,30500,29886,14457,30504,29950,77.47,78.05,9530,77.47,77.47,24900,24800,#N/A N/A,24900,24725,375.15,379,21,375.5,375.15,15601,15568,#N/A N/A,15763,15548,28164024,28374752,#N/A N/A,28682424,28152608,18,18.05,855,18.135,17.57
1/6/2023,487.129,474.969,13109749300,491.863,468.003,935.367,913.022,14810103200,945.034,899.612,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,248.85,3,#N/A N/A,#N/A N/A,31174,27904,14754,31176,27459,77.47,74.64,3398,77.47,77.47,25050,25250,#N/A N/A,25250,25050,375.15,389,3,375.5,375.15,15493,15633,#N/A N/A,15638,15493,28466672,29167280,#N/A N/A,29228944,28452728,17.915,17.495,76,17.97,17
1/13/2023,475.401,471.051,19482279200,478.215,462.434,913.931,905.493,21232448300,919.345,889.007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,214.7,27,#N/A N/A,#N/A N/A,27500,26599,16883,27700,26425,77.47,78.65,2463,77.47,77.47,5,28530,#N/A N/A,28530,5,375.15,419.85,10,375.5,375.15,15582,15150,#N/A N/A,15598,15142,29210336,29088752,#N/A N/A,29310464,28691936,17.45,17.87,55,17.55,17.45
1/20/2023,470.264,491.047,26981536300,492.231,469.836,904.12,941.01,28367800400,942.879,902.899,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,225.05,34,#N/A N/A,#N/A N/A,26500,28541,33949,28650,26500,77.47,79.78,2528,77.47,77.47,28125,29275,#N/A N/A,29275,28100,375.15,422.55,15,375.5,375.15,15077,15075,#N/A N/A,15192,14988,29057904,29036912,#N/A N/A,29238840,28603592,18.055,18.11,1515,18.135,17.76
1/27/2023,491.386,495.379,20942944800,498.793,485.677,941.463,949.733,22661605400,956.185,931.088,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,210.05,11,#N/A N/A,#N/A N/A,27650,28673.5,17445,29100,27625,77.47,77.97,1503,77.47,77.47,29900,32050,#N/A N/A,32050,29900,423,420.75,71,423,423,15035,14985,#N/A N/A,15040,14884,29048544,28895048,#N/A N/A,29193640,28554152,18.085,18.31,2012,18.36,18.01
2/3/2023,495.722,495.768,24895859300,498.729,487.125,950.393,952.801,27362544800,957.852,935.341,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,185.55,7,#N/A N/A,#N/A N/A,29530,28427,17210,30101,28500,77.47,74.19,2766,77.47,77.47,29515,28650,#N/A N/A,29550,28650,423,406.5,14,423,423,14962,14893,#N/A N/A,15008,14837,28885888,27775264,#N/A N/A,29306744,27725152,18.25,17.74,2472,18.335,17.71
2/10/2023,495.711,495.147,19547747100,501.341,487.235,952.944,952.447,21875381700,962.913,937.858,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,187.2,16,#N/A N/A,#N/A N/A,27450,27575.5,16241,27800,26750,73.84,78.14,3962,73.85,73.84,26805,27550,#N/A N/A,28050,26805,423,402.65,11,423,423,15005,15134,#N/A N/A,15150,15005,27783568,28235032,#N/A N/A,28535120,27761744,17.72,18.085,3876,18.195,17.455
2/17/2023,496.965,496.297,31804411300,499.537,492.828,955.794,954.384,34492286200,960.734,948.379,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,170.9,30,#N/A N/A,#N/A N/A,26750,25571,24551,26900,25586.5,77.47,76.6,5294,77.47,77.47,27550,26525,#N/A N/A,27550,26325,410.05,409.7,68,410.05,404,15144,15203,#N/A N/A,15225,15144,28198352,28021384,#N/A N/A,28393864,27668744,18.09,17.515,3443,18.155,17.47
2/24/2023,497.113,492.328,23854352300,497.978,485.634,955.895,946.933,25708357500,957.961,934.947,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,188.4,32,#N/A N/A,#N/A N/A,25950,24340.5,16689,26600,24800,77.47,76.68,4588,77.47,77.47,26100,25925,#N/A N/A,26850,25925,413,395.05,194,413.5,396.8,15197,15225,#N/A N/A,15228,15155,27978640,27577008,#N/A N/A,28052584,27548224,17.55,16.8,2205,17.55,16.71
3/3/2023,491.568,488.703,21120691500,497.124,487.988,945.708,938.964,22931138200,954.607,937.579,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,179.85,6,#N/A N/A,#N/A N/A,24600,24384.92,15340,25025,24105,76.3,78.46,3935,77.35,75.95,25250,24125,#N/A N/A,25650,24125,413,406.35,21,413.5,396.8,15230,15300,#N/A N/A,15318,15225,27592600,28422496,#N/A N/A,28426256,27565120,16.65,16.995,1488,17.225,16.65
3/10/2023,492.315,487.681,21062811500,494.31,484.059,945.742,937.136,22389002300,948.517,930.036,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,182.5,2,#N/A N/A,#N/A N/A,24424,22490,12127,24426,22661.5,76.3,76.08,3026,77.35,75.95,24350,22500,#N/A N/A,24350,22500,413,403.85,9,413.5,396.8,15317,15450,#N/A N/A,15479,15290,28368760,28857672,#N/A N/A,28892656,27839168,16.65,16.035,98,17.225,16.65
3/17/2023,486.629,482.45,54270016100,492.313,471.801,934.853,924.254,56791842600,944.101,903.435,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,169.4,20,#N/A N/A,#N/A N/A,22625,23147,24440,23255,22599,73.7,70.14,10531,75.15,73.7,22900,22435,#N/A N/A,22900,22225,403,390.5,25,403,397.6,15445,15345,#N/A N/A,15450,15345,29044376,30525352,#N/A N/A,30525352,28791952,17.15,17.2,1785,17.49,17.13
3/24/2023,481.197,490.934,14332491800,492.621,475.132,921.943,941.042,15417935900,943.877,910.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,170.5,7,#N/A N/A,#N/A N/A,22650,23268,20071,22850,21805,70.24,71.36,8396,72.35,70.24,22800,24375,#N/A N/A,24375,22800,403,407.05,20,403,397.6,15365,15155,#N/A N/A,15379,15155,30341816,29977632,#N/A N/A,30889552,29706640,17.065,17.88,2837,17.945,17
3/31/2023,489.23,488.285,17183464800,495.321,484.147,938.271,937.681,18833750600,951.028,929.102,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,186.55,8,#N/A N/A,#N/A N/A,23850,23651,12238,24176,23074,74.21,74.93,3087,74.21,74.08,25625,26075,#N/A N/A,26100,25625,403,409.65,11,403,397.6,15183,14995,#N/A N/A,15191,14958,29928920,29529136,#N/A N/A,30017560,29404888,17.875,17.415,2436,18,17.39
4/7/2023,491.746,488.254,17386926200,494.845,486.897,943.957,937.202,18744926800,949.169,934.797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,173.75,25,#N/A N/A,#N/A N/A,23555,22657,11700,23560,22474,77.25,77.03,5654,77.54,76.94,25900,24950,#N/A N/A,25900,24675,403,401.4,9,403,397.6,15005,14913,#N/A N/A,15013,14880,29450120,29950816,#N/A N/A,30342400,29247376,17.425,16.635,2347,17.6,16.54
4/14/2023,488.185,495.618,28743069500,497.487,483.439,936.908,950.904,30497169900,954.327,928.351,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.35,10,#N/A N/A,#N/A N/A,22850,24025,9272,24205,22824,78.54,78.53,4466,78.63,78.5,24050,24800,#N/A N/A,24800,23940,407.4,409.05,39,407.4,407.4,14923,14700,#N/A N/A,14935,14645,29859480,29470688,#N/A N/A,30196576,29302168,16.65,17.385,4466,17.86,16.255
4/21/2023,496.17,494.086,4671479600,496.631,489.313,951.673,948.335,5318801400,952.9,939.206,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.4,38,#N/A N/A,#N/A N/A,24450,24394.5,22548,25550,24325,77.04,76.23,5410,77.04,76.42,27225,27000,#N/A N/A,27660,26750,408,399.55,17,408,408,14765,14845,#N/A N/A,14867,14753,29474248,29709288,#N/A N/A,30103592,29342680,17.33,16.915,2492,17.465,16.765
4/28/2023,504.394,501.005,15530678700,505.181,495.249,966.258,961.75,16669805200,968.841,950.005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,171.2,9,#N/A N/A,#N/A N/A,24125,24210.5,11583,24502.5,23500,74.16,75.19,4417,74.16,73.32,5,26350,#N/A N/A,26950,5,387.35,390.65,27,388.15,385.65,14890,14670,#N/A N/A,14928,14638,29696536,29200528,#N/A N/A,29958216,29007560,17.045,17.385,1198,17.305,16.7
5/5/2023,501.482,492.368,15105356200,501.82,487.466,962.518,945.048,16862281300,963.094,935.907,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.6,20,#N/A N/A,#N/A N/A,24225,24447.25,8862,25076,23776.5,69.81,71.33,10762,69.81,69.74,26800,26300,#N/A N/A,27125,26300,393.25,391.35,6,393.25,393.25,14620,14675,#N/A N/A,14722,14575,29171392,29605920,#N/A N/A,30308456,29012992,17.465,18.07,57,18.05,17.465
5/12/2023,492.817,484.931,32845361800,493.954,484.698,945.784,932.222,35683378800,948.526,931.719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,153.95,22,#N/A N/A,#N/A N/A,23900,22110,9567,23930,21865,71.99,70.58,6056,72.83,71.96,26325,25025,#N/A N/A,26325,25025,393.25,376.8,89,393.25,393.25,14678,14750,#N/A N/A,14768,14678,29583584,29659496,#N/A N/A,30165760,29525936,18.1,18.275,22,18.1,18
5/19/2023,487.092,488.914,21727371800,490.849,480.942,935.974,939.573,24550591600,943.109,925.163,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,149.65,12,#N/A N/A,#N/A N/A,22200,21171,26901,22200,21250,73.21,71.84,6664,73.21,72.94,25700,25550,#N/A N/A,25700,24925,379.45,378.8,40,379.45,379.45,14779,14925,#N/A N/A,14962,14779,29646928,29531392,#N/A N/A,29930856,29026520,18.42,17.065,2712,18.59,17.06
5/26/2023,488.14,490.205,26094705200,496.531,486.461,937.983,942.251,28640407800,953.609,935.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,131.1,22,#N/A N/A,#N/A N/A,21250,21034.5,11106,21450,20755,72.54,73.05,6943,72.96,72.54,25150,25000,#N/A N/A,25150,24300,364.05,374.05,113,364.05,364.05,14905,14955,#N/A N/A,14970,14854,29565280,29119960,#N/A N/A,29590440,28977360,17.095,17.07,3299,17.265,16.595
6/2/2023,492.034,494.609,63183088200,494.986,485.694,945.661,949.665,64468487600,951.087,934.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,136.45,7,#N/A N/A,#N/A N/A,21225,21091,7740,21490,20395,72,72.42,9477,72,70,25705,26295,#N/A N/A,26295,25375,377.45,378.7,99,378.65,377.45,14965,14993,#N/A N/A,15010,14943,29073496,29206216,#N/A N/A,29739920,28963200,17.07,17.69,1895,17.78,16.84
6/9/2023,493.134,497.436,36750743800,498.227,489.172,947.508,954.244,39176623900,955.79,939.171,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,137.05,67,#N/A N/A,#N/A N/A,20610,21031,11621,21389,20604,72,71.33,9237,72,70,26000,27075,#N/A N/A,27075,25950,377.45,382.45,135,378.65,377.45,14895,14840,#N/A N/A,14915,14820,29220008,29103912,#N/A N/A,29340776,28861880,17.69,19.025,3339,19.425,17.63
6/16/2023,495.771,495.548,25935704600,497.861,490.841,951.551,952.158,28394828800,956.026,943.906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,139,33,#N/A N/A,#N/A N/A,21075,22955.75,11490,23150,21075,69.06,73.29,13968,69.07,69.01,26350,28325,#N/A N/A,28900,26350,377.45,391.4,71,378.65,377.45,14894,14935,#N/A N/A,14961,14855,29080688,29251552,#N/A N/A,29398336,28808056,18.705,17.795,3154,19.92,17.5
6/23/2023,493.783,489.849,13875302400,497.662,489.546,949.116,942.722,16158399900,956.632,941.774,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,142.15,54,#N/A N/A,#N/A N/A,22460,21117,32558,22465,20884,69.06,71.44,9010,69.07,69.01,28600,28195,#N/A N/A,28795,28195,386.4,383,211,390.8,386.4,14973,14994,#N/A N/A,15053,14895,29250128,28815200,#N/A N/A,29380944,28553224,17.99,17.7,1586,17.99,17.13
6/30/2023,489.689,491.266,8394809300,494.202,488.115,942.719,945.695,9061944400,950.817,939.705,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,158.55,48,#N/A N/A,#N/A N/A,20800,20346.13,19878,20800,19740,71.3,72.86,12795,72.76,71.07,26700,27700,#N/A N/A,27700,26700,377.8,378.35,165,377.8,371.4,15013,14993,#N/A N/A,15040,14990,28863472,28915968,#N/A N/A,29062872,28397976,17.845,18.055,610,18.505,17.22
7/7/2023,491.63,491.855,13710371400,498.205,491.253,946.679,947.727,16150791900,958.419,945.864,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,149.5,51,#N/A N/A,#N/A N/A,20156,20606,12621,21126,20154,71.3,74.18,12744,72.76,71.07,27700,29050,#N/A N/A,29050,27700,380.5,382.85,50,380.5,380.5,15024,15135,#N/A N/A,15144,14988,28917680,29149320,#N/A N/A,29295736,28650664,18.495,18.685,110,18.75,18.245
7/14/2023,493.656,500.823,15634556800,501.145,492.302,951.192,964.086,17373124800,964.689,948.523,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,137.6,52,#N/A N/A,#N/A N/A,20675,21400.5,12902,21300,20450,75.56,75.67,16731,76.21,75.53,28800,29025,#N/A N/A,29450,28500,383.8,396.85,168,397.8,381.8,15153,14958,#N/A N/A,15218,14918,29146264,29248208,#N/A N/A,29544440,29085376,19,17.725,175,19.5,17.65
7/21/2023,501.85,500.624,17119410300,505.514,494.488,966.236,963.376,19318724100,972.742,952.684,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,146.75,23,#N/A N/A,#N/A N/A,20750,20538.5,32070,21155,20500,75.38,77.16,16482,77.27,75.2,28800,28900,#N/A N/A,29250,28350,388.7,387.55,24,388.7,387.8,14999,15025,#N/A N/A,15033,14980,29251392,29479976,#N/A N/A,29797648,29197232,15.445,15.9,3224,15.98,15
7/28/2023,500.522,499.598,14773113900,506.343,495.611,963.307,961.657,17314195700,973.499,954.064,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,151.7,33,#N/A N/A,#N/A N/A,20650,22079,22308,21650,20601.5,78.25,79.81,16644,79.1,78.25,28250,28755,#N/A N/A,29450,28250,390.5,397.8,62,397.45,390.5,15030,15095,#N/A N/A,15102,14992,29493720,29598256,#N/A N/A,29739352,29141024,15.895,15.625,3205,16.31,15.53
8/4/2023,502.158,498.285,15708906200,505.519,497.135,966.145,958.972,17891906300,972.245,956.631,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,154.05,7,#N/A N/A,#N/A N/A,21600,21082,18014,22355,20900,80.48,81.39,33177,81.49,78.34,28900,27925,#N/A N/A,28900,27250,397.5,394.15,176,397.5,390.95,15090,15170,#N/A N/A,15209,15080,29601720,29473952,#N/A N/A,29742584,29287280,15.575,15.95,2757,16.18,15.36
8/11/2023,500.698,500.025,27051400000,504.46,499.003,963.307,964.347,28571388900,971.407,960.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,160.7,12,#N/A N/A,#N/A N/A,21275,19953,22408,21600,19950,81.41,81.61,17271,82.45,79.44,27850,25775,#N/A N/A,27850,25775,391.2,381.6,363,392.85,382.15,15169,15215,#N/A N/A,15238,15164,29479552,29125288,#N/A N/A,29532344,29033496,15.895,15.99,2098,16.2,15.7
8/18/2023,499.874,495.603,16196074100,503.077,494.625,964.077,956.71,17489675900,969.933,954.172,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.2,17,#N/A N/A,#N/A N/A,19800,19907,25821,19925,19675,81.29,80.64,24678,81.51,79.24,24975,25050,#N/A N/A,25050,24600,379.45,378,137,380.25,375.65,15275,15285,#N/A N/A,15358,15275,29129240,28887624,#N/A N/A,29346600,28809248,15.905,15.545,3724,15.97,15.52
8/25/2023,495.704,495.632,18254701900,501.866,493.139,956.787,956.72,19571322400,967.664,951.948,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.4,17,#N/A N/A,#N/A N/A,20026,20616,17491,20888.5,20024,80.52,80.22,31199,81.56,78.67,24925,25265,#N/A N/A,25900,24925,378.35,382.85,426,388.55,378.35,15330,15295,#N/A N/A,15337,15243,28906048,29282384,#N/A N/A,29404840,28824560,15.56,15.68,3967,15.875,15.4
9/1/2023,497.221,502.489,24630341500,505.127,495.931,959.434,966.957,25876451800,973.52,957.266,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.9,52,#N/A N/A,#N/A N/A,20353.5,20891,10937,20475,20100,80.06,82.93,42637,83.1,79.52,24800,25600,#N/A N/A,25600,24800,384.25,390.55,941,391.7,383.4,15297,15240,#N/A N/A,15301,15217,29295736,29570472,#N/A N/A,29757568,29221072,15.705,16.645,1801,16.825,15.705
9/8/2023,503.842,495.259,17580271300,506.512,492.747,969.399,952.378,18938400500,973.527,947.607,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.45,24,#N/A N/A,#N/A N/A,20525,19820,15125,20800,19750,82.99,84.26,36701,84.76,82.86,25560,25335,#N/A N/A,26400,25335,384.85,377.7,1672,389.9,377.55,15250,15325,#N/A N/A,15346,15237,29571312,29414704,#N/A N/A,29673184,29297536,16.685,16.1,46,16.685,16.6
9/15/2023,495.44,497.95,23109152500,500.4,491.792,952.857,961.204,24771839900,966.142,947.793,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,170.6,17,#N/A N/A,#N/A N/A,20050,19672.5,12506,20255,19475,83.96,85.69,50790,86.41,83.96,25550,25600,#N/A N/A,25650,25200,386.2,385.1,747,387.45,384.75,15348,15353,#N/A N/A,15390,15325,29417880,29541992,#N/A N/A,29641184,29194080,15.73,16.215,472,16.46,15.73
9/22/2023,496.968,500.623,13044689900,506.74,494.584,959.575,968.154,15131593100,978.706,955.036,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,168.1,25,#N/A N/A,#N/A N/A,19735,19173,34111,19750,18950,85.81,84.09,63895,86.29,84.04,25550,25325,#N/A N/A,25800,25325,383.75,377.35,1708,383.75,375,15370,15375,#N/A N/A,15411,15368,29550392,29601640,#N/A N/A,29954552,29428440,16.26,15.825,1583,16.295,15.765
9/29/2023,500.499,493.354,18142592100,501.473,491.377,968.224,952.69,19225293100,970.094,950.071,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.85,3,#N/A N/A,#N/A N/A,18950,18440,22731,18951,18505,84.47,83.73,61948,85.54,83.22,26100,24200,#N/A N/A,26100,24200,376.35,380.7,1511,382.15,371.25,15377,15455,#N/A N/A,15543,15377,29612712,28579744,#N/A N/A,29683736,28546040,15.825,15.91,2112,16.265,15.795
10/6/2023,494.624,488.628,17760233100,497.977,487.723,955.187,946.505,19476139200,961.812,944.396,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,148,54,#N/A N/A,#N/A N/A,18505,18310.25,16152,18599,18199,83.84,78.49,93304,84.81,77.85,23900,23965,#N/A N/A,24050,23900,370.9,369,1593,371.8,361.7,15497,15610,#N/A N/A,15644,15497,28578120,28617792,#N/A N/A,28675888,28274552,15.885,16.045,3060,16.09,15.6
10/13/2023,490.365,484.875,30219388200,493.009,483.302,949.329,939.554,31476937700,953.481,936.582,#N/A N/A,3681,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,159.75,50,#N/A N/A,#N/A N/A,18600,18284.25,18162,18609,18125,79.75,83.97,85591,84.07,79.38,24700,25025,#N/A N/A,25025,24500,370.65,366.25,2801,372.5,365.9,15644,15683,#N/A N/A,15740,15640,28877104,30308600,#N/A N/A,30309232,28824720,16.02,15.955,3406,16.07,15.63
10/20/2023,486.342,470.397,44116309800,487.411,466.485,942.345,911.892,45442912500,944.065,904.612,3710,3703,63,3710,3680,#N/A N/A,156.6,47,#N/A N/A,#N/A N/A,18450,18406,40659,18470,18150,83.7,84.71,70321,85.79,82.77,24725,24405,#N/A N/A,25450,24405,367.5,365.5,2117,370.7,364.5,15708,15875,#N/A N/A,15886,15695,30140096,31449776,#N/A N/A,31697544,29994704,15.95,15.835,2768,15.99,15.755
10/27/2023,468.859,459.218,22944624000,475.201,457.866,909.095,892.918,24331182600,920.884,888.77,3666,3704,196,3686,3596,#N/A N/A,149.45,19,#N/A N/A,#N/A N/A,18130,18152,18609,18150,17750,84.62,84.28,84207,85.07,81.86,24555,24875,#N/A N/A,24925,24555,365.75,374.05,1644,373.9,365.6,15882,15940,#N/A N/A,15962,15850,31352824,31979008,#N/A N/A,32023480,30988600,15.835,16.215,4598,16.29,15.835
