Date,Open,High,Low,Close,Adj Close,Volume
2023-07-31,805.000000,910.000000,795.000000,870.000000,835.073059,65411100
2023-08-07,870.000000,1045.000000,845.000000,945.000000,907.062073,158848600
2023-08-14,945.000000,1015.000000,880.000000,970.000000,931.058472,265551300
2023-08-21,985.000000,1145.000000,970.000000,1065.000000,1022.244568,769400800
2023-08-28,1080.000000,1435.000000,1065.000000,1410.000000,1353.394287,761859500
2023-09-04,1420.000000,1455.000000,1150.000000,1265.000000,1214.215454,648029900
2023-09-11,1265.000000,1470.000000,1155.000000,1415.000000,1358.193481,979782600
2023-09-18,1420.000000,1645.000000,1415.000000,1575.000000,1511.770142,1067219200
2023-09-25,1590.000000,1640.000000,1420.000000,1445.000000,1386.989136,642264400
2023-10-02,1445.000000,1620.000000,1430.000000,1600.000000,1535.766479,553744000
2023-10-09,1625.000000,1680.000000,1310.000000,1310.000000,1257.408813,894129200
2023-10-16,1315.000000,1480.000000,1245.000000,1350.000000,1295.802979,582213900
2023-10-23,1350.000000,1375.000000,1295.000000,1355.000000,1300.602295,178544700
2023-10-30,1370.000000,1455.000000,1360.000000,1390.000000,1334.197144,316562100
2023-11-06,1400.000000,1435.000000,1220.000000,1220.000000,1171.021973,307027900
2023-11-13,1225.000000,1290.000000,1195.000000,1220.000000,1171.021973,210466000
2023-11-20,1220.000000,1265.000000,1035.000000,1050.000000,1007.846741,315825900
2023-11-27,1080.000000,1080.000000,1000.000000,1040.000000,998.248230,435974900
2023-12-04,1040.000000,1240.000000,990.000000,1170.000000,1123.029297,1101792100
2023-12-11,1170.000000,1325.000000,1030.000000,1305.000000,1252.609497,1603727300
2023-12-18,1310.000000,1345.000000,1175.000000,1190.000000,1142.226318,507022600
2023-12-25,1190.000000,1230.000000,1160.000000,1170.000000,1123.029297,94272300
2024-01-01,1170.000000,1310.000000,1170.000000,1280.000000,1228.613159,296772600
2024-01-08,1280.000000,1310.000000,1165.000000,1205.000000,1156.624146,344571600
2024-01-15,1205.000000,1290.000000,1205.000000,1240.000000,1190.218994,185437700
2024-01-22,1260.000000,1500.000000,1205.000000,1320.000000,1267.007324,335561400
2024-01-29,1320.000000,1340.000000,1285.000000,1285.000000,1233.412476,214186400
2024-02-05,1285.000000,1285.000000,1175.000000,1180.000000,1132.627808,155630800
2024-02-12,1180.000000,1240.000000,1160.000000,1205.000000,1156.624146,105098900
2024-02-19,1200.000000,1235.000000,1175.000000,1225.000000,1175.821289,102927600
2024-02-26,1230.000000,1245.000000,1205.000000,1220.000000,1171.021973,67984100
2024-03-04,1220.000000,1235.000000,1175.000000,1185.000000,1137.427124,91987000
2024-03-11,1185.000000,1215.000000,1180.000000,1180.000000,1132.627808,57098600
2024-03-18,1180.000000,1220.000000,1180.000000,1195.000000,1147.025635,74152000
2024-03-25,1195.000000,1195.000000,1175.000000,1175.000000,1127.828491,13872000
2024-04-01,1175.000000,1215.000000,1075.000000,1190.000000,1142.226318,103903300
2024-04-08,null,null,null,null,null,null
2024-04-15,1190.000000,1245.000000,1160.000000,1220.000000,1171.021973,282193000
2024-04-22,1225.000000,1235.000000,1190.000000,1200.000000,1151.824829,51873400
2024-04-29,1200.000000,1230.000000,1185.000000,1215.000000,1166.222656,51431400
2024-05-06,1220.000000,1380.000000,1220.000000,1315.000000,1262.208130,188697600
2024-05-13,1315.000000,1335.000000,1240.000000,1290.000000,1238.211792,187928500
2024-05-20,1300.000000,1360.000000,1250.000000,1260.000000,1209.416138,118930400
2024-05-27,1260.000000,1290.000000,1185.000000,1185.000000,1137.427124,88767700
2024-06-03,1195.000000,1235.000000,1150.000000,1180.000000,1132.627808,55984600
2024-06-10,1190.000000,1195.000000,1055.000000,1060.000000,1060.000000,43879300
2024-06-17,1060.000000,1160.000000,1005.000000,1155.000000,1155.000000,50930900
2024-06-24,1155.000000,1210.000000,1135.000000,1190.000000,1190.000000,63519700
2024-07-01,1195.000000,1235.000000,1180.000000,1230.000000,1230.000000,60396100
2024-07-08,1240.000000,1350.000000,1210.000000,1285.000000,1285.000000,140731800
2024-07-15,1295.000000,1325.000000,1250.000000,1290.000000,1290.000000,72400200
2024-07-22,1280.000000,1320.000000,1250.000000,1265.000000,1265.000000,42520000
2024-07-29,null,null,null,null,null,null
2024-07-29,1280.000000,1285.000000,1260.000000,1265.000000,1265.000000,2611800
