Date,ACES.JK,ASII.JK,ICBP.JK,SMGR.JK,ADRO.JK,BBCA.JK,INCO.JK,MEDC.JK,TLKM.JK,AKRA.JK,BBNI.JK,INDF.JK,PGAS.JK,UNTR.JK,BBRI.JK,INKP.JK,UNVR.JK,ANTM.JK,BMRI.JK,ITMG.JK,BRPT.JK,KLBF.JK,PTBA.JK
2013-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-12,-0.013333373384252556,-0.05970159972074651,-0.06060621009265932,-0.06918236002769307,0.23076910696680852,-0.03738318699299392,0.15168540463752045,0.131578842787186,-0.05416662092566826,0.0949722748076125,-0.046511722664778654,-0.014706005784987819,0.0,0.0029410769188944474,-0.04878038413374597,-0.07199976690372845,-0.023847603633564418,0.11764709779588833,-0.04597699021558166,0.16500983579942585,-0.011764650633567464,-0.006896683481949495,0.1799998357455579
2013-08-19,-0.16216216604468348,-0.07142873865213983,-0.07834092602410725,-0.09121623287565639,0.06250014886344668,-0.09223304291692547,0.13414647682834513,-0.10232550301646914,-0.052863592572271356,-0.13265302718145666,-0.103658647148683,-0.0671640590235788,-0.0789474333836917,-0.1114370142016825,-0.14743593489674145,-0.0948277333011256,-0.05537449189394339,0.037594046824267924,-0.10843384182177351,0.03413001299232965,-0.011904779198811166,-0.06944435550541173,0.03813568755573882
2013-08-26,0.14516115245050853,0.034188171918242194,0.0,-0.06319702809941208,0.09411762672960822,-0.032085668927711364,-0.010752631075075736,0.21761651298997586,0.02325607984440503,-0.06470591222584421,0.04761918925629183,0.04000005018562547,0.028571504968361028,0.0429042381925373,-0.007519022603306613,0.03809536368051658,0.07586196968533088,-0.03623194151829501,-0.04054044978166127,0.0577555371731282,0.024096346212673536,0.0074626104163491025,-0.012245006005080161
2013-09-02,0.014084441644761636,-0.05785132072051791,-0.09999992563281634,-0.003968062720782983,0.06451607549394955,-0.027624310394569584,0.10869552621506062,0.23404251900966222,-0.09545456476879088,-0.11320761511070665,-0.10389615335120872,-0.08461548691907561,-0.027777849989379155,0.03164559798557409,0.02272758483903181,0.0642202276806183,0.0224359812320849,0.08270691708682287,-0.05633800312837267,-0.003119997643632133,-0.011764650633567464,-0.07407397683417016,0.14049597691097526
2013-09-09,0.0,0.08771913703863388,0.16666649459082983,0.07569691702811654,-0.050504879439757455,0.1306818406975434,-0.05882342729324663,-0.12068960707427911,0.10552766179665918,0.16312062600305688,0.23913034556892088,0.0924370968810515,0.0,0.02147237607558372,0.16296263090628305,0.04310306854124013,-0.03761764776235288,0.01388893384434664,0.268656532578603,-0.06729251470352471,0.011904705332702381,0.07999988657938784,-0.06521726601860756
2013-09-16,0.04166690636529724,0.11290347324420691,0.04285705201598522,0.11481498459975126,0.02127632359680276,0.055276633082768756,0.13541648929228467,0.11764709614812374,0.05681807459861066,0.09146322815911789,0.011695952056468117,0.06923085297468856,0.03809534027183625,0.039039108305432224,0.012738986154623433,0.041322546370368585,0.042345358559933155,0.04109566613523841,0.0529413240623926,0.09060366937384234,0.09411776471297295,0.007407550650661898,0.07364327569603657
2013-09-23,-0.04000022090620714,-0.0579710161687399,-0.027397204434196354,-0.0830565555913162,-0.05208331222711515,-0.019047726290452482,-0.16513762283577638,-0.0526316885086624,-0.06451596916409252,-0.027666617083177858,-0.011560738216550015,0.014388402563406233,-0.03669734252141099,-0.023121495034321815,-0.03773580017549971,-0.02380974135005043,-0.03281246515385705,-0.06578958500595533,-0.07262569508796135,-0.1538461721254526,0.032257976276494515,-0.044117734271092224,-0.07220219835618669
2013-09-30,-0.0555552976238195,-0.015384705481019778,-0.02816895529252017,-0.06521731261669106,-0.010988910320577583,0.009708722872277642,0.04395616112969858,-0.05555547787277726,0.03448262770724475,-0.011628005602763669,-0.00584786000555082,-0.04964555152432548,0.0,0.017751677405292376,-0.019607849626816387,0.19512206561148315,-0.008077657899197344,0.014084801374683709,0.006023991518655292,0.009091064454788134,0.14583327004700353,0.007692229387882721,-0.03891044837410729
2013-10-07,-0.08823537455318009,0.07812510057105038,0.07246385138752665,0.10465107735572121,0.09999995848688648,0.028846179193308563,0.06315789138471972,0.05882344232104475,0.03333328751133502,0.09411760691376347,0.06470585680463126,0.044776181344814425,0.03809534027183625,0.09879259697292642,0.07333348901287118,0.0,0.0016286012240549486,0.048610847977393234,0.02395222204290337,0.17297333396536407,-0.054545444631523,0.02290086804335978,0.097165748724106
