Date,ACES.JK,ASII.JK,ICBP.JK,SMGR.JK,ADRO.JK,BBCA.JK,INCO.JK,MEDC.JK,TLKM.JK,AKRA.JK,BBNI.JK,INDF.JK,PGAS.JK,UNTR.JK,BBRI.JK,INKP.JK,UNVR.JK,ANTM.JK,BMRI.JK,ITMG.JK,BRPT.JK,KLBF.JK,PTBA.JK
2013-08-05,-0.0793204257613496,-0.08712435525113062,-0.08222187708409942,-0.051917047725330186,-0.062419153646117054,-0.13493660833224053,-0.05264822845515291,-0.06139736082380321,-0.06696568143352465,-0.06279671645205247,-0.07207317530762387,-0.06828542530979037,-0.06736575382816311,-0.09552065909732806,-0.11095031107145821,-0.06269748652184053,-0.06437004728573988,-0.061140933522957255,-0.10256695141880992,-0.0686485730484064,-0.08897317324352748,-0.08610432857213103,-0.09784882731330438
2013-08-12,-0.09265379914560215,-0.14682595497187712,-0.14282808717675874,-0.12109940775302325,0.16834995332069147,-0.17231979532523445,0.09903717618236754,0.07018148196338281,-0.12113230235919291,0.03217555835556003,-0.11858489797240253,-0.08299143109477819,-0.06736575382816311,-0.09257958217843361,-0.15973069520520417,-0.13469725342556899,-0.0882176509193043,0.05650616427293108,-0.14854394163439158,0.09636126275101946,-0.10073782387709494,-0.09300101205408053,0.08215100843225351
2013-08-19,-0.24148259180603307,-0.15855309390327044,-0.16056280310820667,-0.14313328060098657,8.099521732962689e-05,-0.227169651249166,0.08149824837319222,-0.16372286384027235,-0.119829274005796,-0.19544974363350914,-0.17573182245630686,-0.13544948433336917,-0.14631318721185482,-0.20695767329901055,-0.25838624596819965,-0.15752521982296613,-0.11974453917968327,-0.02354688669868933,-0.21100079324058343,-0.034518560056076744,-0.10087795244233864,-0.15554868407754274,-0.059713139757565564
2013-08-26,0.06584072668915894,-0.05293618333288842,-0.08222187708409942,-0.11511407582474226,0.03169847308349116,-0.1670222772599519,-0.06340085953022864,0.15621915216617266,-0.043709601589119615,-0.1275026286778967,-0.024453986051332047,-0.028285375124164902,-0.03879424885980208,-0.05261642090479075,-0.11846933367476482,-0.024602122841323945,0.011491922399591,-0.09737287504125226,-0.1431074012004712,-0.010893035875278193,-0.06487682703085394,-0.07864171815578193,-0.11009383331838454
2013-09-02,-0.06523598411658796,-0.1449756759716485,-0.18222180271691577,-0.05588511044611317,0.0020969218478325002,-0.1625609187268101,0.056047297759907716,0.17264515818585902,-0.16242024620231554,-0.17600433156275913,-0.17596932865883258,-0.15290091222886598,-0.09514360381754226,-0.06387506111175396,-0.0882227262324264,0.0015227411587777767,-0.041934066053654975,0.021565983563865618,-0.1589049545471826,-0.07176857069203853,-0.10073782387709494,-0.16017830540630118,0.04264714959767088
2013-09-09,-0.0793204257613496,0.0005947817875032596,0.08444461750673041,0.023779869302786354,-0.11292403308587451,-0.004254767634697121,-0.11147165574839954,-0.18208696789808232,0.03856198036313453,0.10032390955100441,0.16705717026129702,0.024151671571261135,-0.06736575382816311,-0.07404828302174433,0.052012319834824836,-0.019594417980600395,-0.10198769504809276,-0.047251999678610615,0.16608958115979308,-0.1359410877519311,-0.0770684679108251,-0.006104441992743195,-0.16306609333191194
2013-09-16,-0.037653519396052354,0.025779117993076292,-0.0393648250681142,0.06289793687442108,-0.041142830049314294,-0.07965997524947177,0.08276826083713176,0.05624973532432053,-0.010147606834913989,0.028666511707065426,-0.06037722325115576,0.0009454276648981907,-0.029270413556326855,-0.05648155079189583,-0.09821132491683478,-0.02137494015147194,-0.02202468872580672,-0.02004526738771885,-0.04962562735641732,0.02195509632543595,0.0051445914694454725,-0.07869677792146913,-0.024205551617267812
2013-09-23,-0.11932064666755673,-0.1450953714198705,-0.10961908151829577,-0.13497360331664637,-0.1145024658732322,-0.153984334622693,-0.21778585129092928,-0.1140290493324656,-0.13148165059761718,-0.09046333353523033,-0.08363391352417389,-0.05389702274638414,-0.1040630963495741,-0.11864215413164987,-0.1486861112469579,-0.08650722787189095,-0.09718251243959693,-0.12693051852891257,-0.17519264650677127,-0.22249474517385898,-0.05671519696703296,-0.13022206284322324,-0.17005102566949107
2013-09-30,-0.1348757233851691,-0.1025090607321504,-0.11039083237661959,-0.11713436034202124,-0.07340806396669464,-0.12522788545996288,-0.008692067325454328,-0.11695283869658046,-0.032483053726279895,-0.07442472205481614,-0.0779210353131747,-0.11793097683411585,-0.06736575382816311,-0.07776898169203568,-0.13055816069827458,0.1324245790896426,-0.07244770518493722,-0.04705613214827355,-0.09654295990015463,-0.05955750859361826,0.05686009680347605,-0.07841209918424831,-0.13675927568741167
2013-10-07,-0.16755580031452968,-0.00899925468008024,-0.009758025696572775,0.052734029630391026,0.03758080484076942,-0.10609042913893196,0.010509662929566815,-0.0025739185027584613,-0.03363239392218963,0.03132089046171101,-0.0073673185029926175,-0.023509243964975945,-0.029270413556326855,0.0032719378755983602,-0.03761682205858703,-0.06269748652184053,-0.06274144606168493,-0.012530085545564021,-0.07861472937590655,0.10432476091695768,-0.1435186178750505,-0.06320346052877125,-0.0006830785891983882
2013-10-14,-0.0793204257613496,-0.07762316347252653,-0.09123094033514265,-0.020337913893391964,0.0688939385936046,-0.14428238820192074,-0.03284635247482623,-0.1076936586038365,-0.0562130571291337,-0.009033297352003575,-0.06654825612377142,-0.053999692108643804,-0.0857144252401174,-0.12225838598385448,-0.09231695159025839,-0.05589467082723802,-0.06274387860018378,-0.05451833658546769,-0.1376548509546445,-0.025638406650326864,-0.13704999095743098,-0.09356682948777463,-0.06463819427970333
2013-10-21,0.017453864544045156,-0.07987800181148898,-0.06403994843680369,-0.0723253568467544,-0.11599054230617878,-0.12078579020488966,-0.013813173744176316,-0.10994098272517094,-0.14143354988974954,-0.03218448361579211,-0.01712820289796675,-0.026031848818027503,-0.13745909539723744,-0.12574064966020498,-0.08046249490906617,-0.0897244131636044,-0.023785598396865185,-0.008509175213659584,-0.03590024802079286,-0.14081328714398705,-0.09907411412850618,-0.0635480607555965,-0.14784901113776475
2013-10-28,-0.12343837107424296,-0.15187257024904055,-0.11793637590937597,-0.0866391970129658,-0.08128704276117538,-0.16749466638470956,-0.15545191320820714,-0.06139736082380321,-0.009494609304749865,-0.12715317368332152,-0.11894825255198267,-0.18990700659148524,-0.06736575382816311,-0.10401917655577715,-0.20562484174676127,0.013691184908001544,-0.13457291054930992,-0.09239098063284425,-0.1537032874675303,-0.12579129739679912,-0.15019789346722612,-0.15228076858535233,-0.22566832876673507
